whole_cohort_id	is_plasmid	is_virus	has_amr	n_samples	n_participants	length	n_genes	n_amr_genes	n_good_mag	n_binned	mag_status
spaS58_000000022215	TRUE	FALSE	FALSE	2	1	7211	7	0	1	1	good MAG
spaS58_000000022439	TRUE	FALSE	FALSE	2	1	7340	12	0	0	0	unbinned
spaS58_000000022538	TRUE	FALSE	TRUE	2	1	5316	8	2	2	2	good MAG
spaS58_000000023219	FALSE	TRUE	FALSE	2	1	6882	9	0	0	0	unbinned
spaS58_000000023485	TRUE	FALSE	FALSE	2	1	7109	11	0	0	1	binned (low quality)
spaS58_000000023645	TRUE	FALSE	FALSE	2	1	6251	6	0	1	1	good MAG
spaS58_000000023649	FALSE	FALSE	TRUE	1	1	1079	1	1	0	0	unbinned
spaS58_000000023743	FALSE	TRUE	FALSE	1	1	10763	27	0	0	0	unbinned
spaS58_000000024182	FALSE	FALSE	TRUE	3	2	3020	18	2	3	3	good MAG
spaS58_000000024217	FALSE	FALSE	TRUE	1	1	1056	2	1	0	0	unbinned
spaS58_000000024649	FALSE	FALSE	TRUE	1	1	2552	3	1	1	1	good MAG
spaS58_000000024803	FALSE	FALSE	TRUE	1	1	8943	5	1	1	1	good MAG
spaS58_000000024847	FALSE	TRUE	FALSE	2	1	84960	108	0	0	0	unbinned
spaS58_000000024866	TRUE	FALSE	FALSE	3	1	7379	9	0	0	0	unbinned
spaS58_000000025342	TRUE	FALSE	FALSE	5	1	9125	11	0	1	1	good MAG
spaS58_000000025441	FALSE	FALSE	TRUE	2	1	44982	39	1	2	2	good MAG
spaS58_000000025474	FALSE	FALSE	TRUE	2	1	2130	2	1	1	1	good MAG
spaS59_000000000289	FALSE	FALSE	TRUE	7	2	155513	152	1	7	7	good MAG
spaS59_000000001119	TRUE	FALSE	FALSE	12	1	80343	113	0	1	1	good MAG
spaS59_000000001363	TRUE	FALSE	FALSE	1	1	21318	24	0	1	1	good MAG
spaS59_000000001493	TRUE	FALSE	TRUE	1	1	44427	43	1	1	1	good MAG
spaS59_000000001593	TRUE	FALSE	FALSE	1	1	18016	17	0	1	1	good MAG
spaS59_000000001654	FALSE	TRUE	FALSE	3	1	29507	26	0	3	3	good MAG
spaS59_000000001692	TRUE	FALSE	TRUE	5	1	75305	63	1	5	5	good MAG
spaS59_000000001760	TRUE	FALSE	TRUE	4	2	59781	146	1	3	3	good MAG
spaS59_000000001820	TRUE	FALSE	FALSE	6	1	71263	89	0	6	6	good MAG
spaS59_000000001826	TRUE	FALSE	FALSE	1	1	15730	14	0	1	1	good MAG
spaS59_000000001905	FALSE	FALSE	TRUE	2	1	49801	40	1	2	2	good MAG
spaS59_000000001943	FALSE	TRUE	FALSE	15	1	91325	247	0	9	9	good MAG
spaS59_000000002028	FALSE	TRUE	FALSE	19	1	41353	47	0	7	7	good MAG
spaS59_000000002029	FALSE	TRUE	FALSE	1	1	15275	12	0	1	1	good MAG
spaS59_000000002070	FALSE	TRUE	FALSE	2	1	13635	22	0	0	0	unbinned
spaS59_000000002081	TRUE	FALSE	FALSE	1	1	13518	22	0	1	1	good MAG
spaS59_000000002084	FALSE	FALSE	TRUE	2	1	24525	219	1	2	2	good MAG
spaS59_000000002106	TRUE	FALSE	FALSE	1	1	13275	13	0	1	1	good MAG
spaS59_000000002112	TRUE	FALSE	FALSE	3	1	23036	19	0	3	3	good MAG
spaS59_000000002120	FALSE	FALSE	TRUE	8	1	24491	22	1	7	7	good MAG
spaS59_000000002212	TRUE	FALSE	FALSE	1	1	12700	13	0	1	1	good MAG
spaS59_000000002315	FALSE	TRUE	FALSE	1	1	12004	8	0	0	0	unbinned
spaS59_000000002334	FALSE	FALSE	TRUE	2	1	41152	116	1	2	2	good MAG
spaS59_000000002348	FALSE	FALSE	TRUE	2	1	23049	119	2	2	2	good MAG
spaS59_000000002364	TRUE	FALSE	FALSE	8	3	23462	32	0	7	8	good MAG
spaS59_000000002436	FALSE	TRUE	FALSE	6	2	79432	96	0	0	0	unbinned
spaS59_000000002464	TRUE	FALSE	FALSE	3	1	15550	15	0	3	3	good MAG
spaS59_000000002472	TRUE	FALSE	FALSE	1	1	11169	12	0	1	1	good MAG
spaS59_000000002475	TRUE	FALSE	FALSE	2	1	16573	25	0	1	1	good MAG
spaS59_000000002482	FALSE	TRUE	FALSE	1	1	11122	14	0	1	1	good MAG
spaS59_000000002485	TRUE	FALSE	FALSE	8	1	23097	20	0	3	3	good MAG
spaS59_000000002497	FALSE	FALSE	TRUE	1	1	18750	17	1	1	1	good MAG
spaS59_000000002509	TRUE	FALSE	FALSE	1	1	10992	10	0	1	1	good MAG
spaS59_000000002525	TRUE	FALSE	FALSE	3	3	20095	19	0	3	3	good MAG
spaS59_000000002531	FALSE	TRUE	FALSE	1	1	10887	17	0	0	0	unbinned
spaS59_000000002540	TRUE	FALSE	FALSE	1	1	24811	26	0	0	0	unbinned
spaS59_000000002547	FALSE	FALSE	TRUE	3	1	78435	153	1	3	3	good MAG
spaS59_000000002569	TRUE	FALSE	TRUE	7	2	75322	44	1	4	4	good MAG
spaS59_000000002595	FALSE	FALSE	TRUE	1	1	17085	15	1	1	1	good MAG
spaS59_000000002612	TRUE	FALSE	FALSE	1	1	10512	8	0	1	1	good MAG
spaS59_000000002614	FALSE	TRUE	FALSE	2	1	10507	9	0	2	2	good MAG
spaS59_000000002618	TRUE	FALSE	FALSE	1	1	10480	10	0	1	1	good MAG
spaS59_000000002638	TRUE	FALSE	FALSE	2	1	14444	20	0	0	0	unbinned
spaS59_000000002659	TRUE	FALSE	FALSE	1	1	10295	10	0	0	0	unbinned
spaS59_000000002698	TRUE	FALSE	FALSE	1	1	10132	9	0	1	1	good MAG
spaS59_000000002704	TRUE	FALSE	FALSE	7	2	9500	27	0	3	3	good MAG
spaS59_000000002752	FALSE	FALSE	TRUE	2	1	48785	50	1	2	2	good MAG
spaS59_000000002755	TRUE	FALSE	FALSE	1	1	9938	12	0	1	1	good MAG
spaS59_000000002760	TRUE	FALSE	FALSE	9	1	9926	16	0	9	9	good MAG
spaS59_000000002765	TRUE	FALSE	FALSE	1	1	9912	9	0	1	1	good MAG
spaS59_000000002781	FALSE	TRUE	FALSE	1	1	9830	13	0	1	1	good MAG
spaS59_000000002805	TRUE	FALSE	FALSE	1	1	9716	10	0	1	1	good MAG
spaS59_000000002807	TRUE	FALSE	FALSE	3	1	9711	24	0	3	3	good MAG
spaS59_000000002974	TRUE	FALSE	FALSE	2	1	9114	10	0	1	1	good MAG
spaS59_000000002992	FALSE	FALSE	TRUE	1	1	12027	12	1	1	1	good MAG
spaS59_000000003000	FALSE	TRUE	FALSE	2	1	9005	10	0	1	1	good MAG
spaS59_000000003009	TRUE	FALSE	FALSE	1	1	8978	11	0	0	0	unbinned
spaS59_000000003018	TRUE	FALSE	FALSE	1	1	8956	9	0	1	1	good MAG
spaS59_000000003028	FALSE	TRUE	FALSE	1	1	8934	11	0	1	1	good MAG
spaS59_000000003060	TRUE	FALSE	FALSE	7	2	8829	94	0	0	0	unbinned
spaS59_000000003081	TRUE	FALSE	FALSE	4	1	8780	18	0	0	0	unbinned
spaS59_000000003084	FALSE	FALSE	TRUE	1	1	8772	9	1	1	1	good MAG
spaS59_000000003090	TRUE	FALSE	FALSE	1	1	8761	9	0	1	1	good MAG
spaS59_000000003118	TRUE	FALSE	FALSE	1	1	8676	4	0	1	1	good MAG
spaS59_000000003130	FALSE	TRUE	FALSE	7	3	8627	17	0	2	2	good MAG
spaS59_000000003173	TRUE	FALSE	FALSE	1	1	8521	6	0	1	1	good MAG
spaS59_000000003177	FALSE	TRUE	FALSE	3	1	8515	13	0	1	1	good MAG
spaS59_000000003192	TRUE	FALSE	FALSE	3	2	8467	32	0	2	2	good MAG
spaS59_000000003197	FALSE	TRUE	FALSE	1	1	8459	7	0	1	1	good MAG
spaS59_000000003230	FALSE	TRUE	FALSE	1	1	8365	6	0	0	0	unbinned
spaS59_000000003268	FALSE	TRUE	FALSE	4	1	8254	6	0	0	0	unbinned
spaS59_000000003272	FALSE	FALSE	TRUE	2	1	22505	25	1	1	1	good MAG
spaS59_000000003287	TRUE	FALSE	FALSE	3	2	15915	11	0	3	3	good MAG
spaS59_000000003299	FALSE	TRUE	FALSE	17	1	58373	41	0	3	3	good MAG
spaS59_000000003300	TRUE	FALSE	FALSE	4	1	53084	48	0	3	3	good MAG
spaS59_000000003320	TRUE	FALSE	FALSE	1	1	8102	11	0	1	1	good MAG
spaS59_000000003322	TRUE	FALSE	FALSE	1	1	8094	6	0	1	1	good MAG
spaS59_000000003323	TRUE	FALSE	FALSE	2	1	8090	19	0	0	0	unbinned
spaS59_000000003343	TRUE	FALSE	FALSE	1	1	14152	16	0	1	1	good MAG
spaS59_000000003352	TRUE	FALSE	FALSE	1	1	8015	10	0	1	1	good MAG
spaS59_000000003366	TRUE	FALSE	FALSE	3	2	7992	12	0	2	2	good MAG
spaS59_000000003390	TRUE	FALSE	FALSE	1	1	7947	12	0	1	1	good MAG
spaS59_000000003403	FALSE	TRUE	FALSE	1	1	7929	6	0	1	1	good MAG
spaS59_000000003424	FALSE	FALSE	TRUE	3	1	45612	49	2	3	3	good MAG
spaS59_000000003445	FALSE	FALSE	TRUE	1	1	16681	16	1	1	1	good MAG
spaS59_000000003458	TRUE	FALSE	FALSE	1	1	7796	8	0	0	0	unbinned
spaS59_000000003466	FALSE	TRUE	FALSE	1	1	7767	5	0	1	1	good MAG
spaS59_000000003467	TRUE	FALSE	FALSE	4	1	7764	16	0	0	0	unbinned
spaS59_000000003495	TRUE	FALSE	FALSE	1	1	7706	7	0	1	1	good MAG
spaS59_000000003514	FALSE	TRUE	FALSE	34	2	9892	17	0	7	7	good MAG
spaS59_000000003518	FALSE	TRUE	FALSE	2	1	7673	7	0	2	2	good MAG
spaS59_000000003521	TRUE	FALSE	FALSE	2	2	7664	7	0	1	1	good MAG
spaS59_000000003533	FALSE	FALSE	TRUE	2	1	8805	287	1	2	2	good MAG
spaS59_000000003546	TRUE	FALSE	FALSE	1	1	7599	8	0	1	1	good MAG
spaS59_000000003554	FALSE	TRUE	FALSE	5	3	9446	5	0	1	1	good MAG
spaS59_000000003564	FALSE	FALSE	TRUE	2	1	64999	64	1	2	2	good MAG
spaS59_000000003568	TRUE	FALSE	FALSE	6	1	7550	18	0	6	6	good MAG
spaS59_000000003586	TRUE	FALSE	FALSE	3	1	8202	22	0	2	2	good MAG
spaS59_000000003598	TRUE	FALSE	FALSE	1	1	7485	7	0	1	1	good MAG
spaS59_000000003608	FALSE	TRUE	FALSE	1	1	7466	10	0	0	0	unbinned
spaS59_000000003626	TRUE	FALSE	FALSE	2	1	7433	8	0	1	1	good MAG
spaS59_000000003640	FALSE	TRUE	FALSE	4	1	15087	19	0	3	3	good MAG
spaS59_000000003650	FALSE	TRUE	FALSE	1	1	7378	7	0	1	1	good MAG
spaS59_000000003695	TRUE	FALSE	FALSE	1	1	7308	8	0	1	1	good MAG
spaS59_000000003706	TRUE	FALSE	FALSE	1	1	7290	10	0	1	1	good MAG
spaS59_000000003711	TRUE	FALSE	FALSE	1	1	7285	7	0	1	1	good MAG
spaS59_000000003720	TRUE	FALSE	FALSE	1	1	7263	6	0	1	1	good MAG
spaS59_000000003730	TRUE	FALSE	FALSE	11	2	7235	22	0	10	10	good MAG
spaS59_000000003753	TRUE	FALSE	FALSE	1	1	7186	8	0	1	1	good MAG
spaS59_000000003756	TRUE	FALSE	FALSE	2	1	7179	19	0	2	2	good MAG
spaS59_000000003779	FALSE	FALSE	TRUE	1	1	7140	6	1	1	1	good MAG
spaS59_000000003833	TRUE	FALSE	FALSE	1	1	7024	6	0	1	1	good MAG
spaS59_000000003855	TRUE	FALSE	TRUE	2	1	6959	42	1	2	2	good MAG
spaS59_000000003858	TRUE	FALSE	FALSE	1	1	6953	7	0	1	1	good MAG
spaS59_000000003868	TRUE	FALSE	FALSE	2	1	50756	51	0	2	2	good MAG
spaS59_000000003890	TRUE	FALSE	FALSE	2	1	17321	15	0	2	2	good MAG
spaS59_000000003916	TRUE	FALSE	FALSE	2	1	6060	32	0	0	0	unbinned
spaS59_000000003923	FALSE	TRUE	FALSE	5	1	6816	6	0	3	5	good MAG
spaS59_000000003935	TRUE	FALSE	FALSE	2	1	6790	10	0	2	2	good MAG
spaS59_000000003948	TRUE	FALSE	FALSE	5	1	8834	12	0	0	0	unbinned
spaS59_000000003972	FALSE	TRUE	FALSE	5	1	6722	32	0	1	1	good MAG
spaS59_000000003981	TRUE	FALSE	FALSE	1	1	6713	8	0	1	1	good MAG
spaS59_000000003989	TRUE	FALSE	FALSE	1	1	6695	9	0	1	1	good MAG
spaS59_000000003993	TRUE	FALSE	FALSE	2	1	6684	20	0	2	2	good MAG
spaS59_000000003996	TRUE	FALSE	FALSE	1	1	6675	7	0	1	1	good MAG
spaS59_000000004020	TRUE	FALSE	FALSE	4	1	9708	12	0	3	3	good MAG
spaS59_000000004021	FALSE	TRUE	FALSE	2	1	6631	17	0	0	0	unbinned
spaS59_000000004073	FALSE	FALSE	TRUE	3	2	46770	38	3	3	3	good MAG
spaS59_000000004081	TRUE	FALSE	FALSE	1	1	6528	5	0	1	1	good MAG
spaS59_000000004084	TRUE	FALSE	FALSE	1	1	6524	8	0	1	1	good MAG
spaS59_000000004097	TRUE	FALSE	FALSE	1	1	6493	8	0	1	1	good MAG
spaS59_000000004109	FALSE	TRUE	FALSE	2	1	6473	19	0	2	2	good MAG
spaS59_000000004118	TRUE	FALSE	FALSE	1	1	6454	6	0	0	0	unbinned
spaS59_000000004122	TRUE	FALSE	FALSE	5	1	6445	15	0	1	1	good MAG
spaS59_000000004141	TRUE	FALSE	FALSE	1	1	6408	8	0	1	1	good MAG
spaS59_000000004144	FALSE	TRUE	FALSE	13	2	7340	14	0	0	0	unbinned
spaS59_000000004161	TRUE	FALSE	FALSE	6	1	6382	23	0	1	1	good MAG
spaS59_000000004175	FALSE	TRUE	FALSE	5	2	90715	82	0	0	0	unbinned
spaS59_000000004181	FALSE	TRUE	FALSE	8	1	5147	20	0	3	3	good MAG
spaS59_000000004194	TRUE	FALSE	FALSE	2	1	9581	47	0	0	0	unbinned
spaS59_000000004199	FALSE	FALSE	TRUE	3	1	51430	53	1	3	3	good MAG
spaS59_000000004246	TRUE	FALSE	FALSE	1	1	6233	7	0	1	1	good MAG
spaS59_000000004266	TRUE	FALSE	FALSE	1	1	6211	6	0	1	1	good MAG
spaS59_000000004277	FALSE	FALSE	TRUE	1	1	6200	5	1	1	1	good MAG
spaS59_000000004287	FALSE	TRUE	FALSE	3	1	6170	38	0	1	1	good MAG
spaS59_000000004310	TRUE	FALSE	TRUE	6	4	6136	91	3	5	5	good MAG
spaS59_000000004311	TRUE	FALSE	FALSE	1	1	6136	7	0	1	1	good MAG
spaS59_000000004333	TRUE	FALSE	FALSE	27	5	9304	13	0	9	9	good MAG
spaS59_000000004335	FALSE	FALSE	TRUE	8	3	6411	13	1	7	7	good MAG
spaS59_000000004347	FALSE	TRUE	FALSE	3	1	8923	10	0	2	2	good MAG
spaS59_000000004363	FALSE	TRUE	FALSE	2	1	21803	21	0	2	2	good MAG
spaS59_000000004382	TRUE	FALSE	FALSE	1	1	6030	6	0	1	1	good MAG
spaS59_000000004389	TRUE	FALSE	FALSE	2	2	6022	20	0	0	0	unbinned
spaS59_000000004432	TRUE	FALSE	FALSE	2	1	5956	21	0	2	2	good MAG
spaS59_000000004438	FALSE	TRUE	FALSE	3	2	5945	5	0	0	0	unbinned
spaS59_000000004448	TRUE	FALSE	FALSE	2	1	6855	9	0	1	1	good MAG
spaS59_000000004450	FALSE	TRUE	FALSE	2	1	5924	14	0	1	1	good MAG
spaS59_000000004457	FALSE	TRUE	FALSE	1	1	5916	10	0	1	1	good MAG
spaS59_000000004458	TRUE	FALSE	FALSE	4	1	8491	32	0	0	0	unbinned
spaS59_000000004473	TRUE	FALSE	FALSE	7	1	8518	15	0	0	0	unbinned
spaS59_000000004476	TRUE	FALSE	FALSE	1	1	5888	9	0	1	1	good MAG
spaS59_000000004484	FALSE	FALSE	TRUE	2	1	47972	48	1	1	1	good MAG
spaS59_000000004501	TRUE	FALSE	FALSE	1	1	5856	7	0	1	1	good MAG
spaS59_000000004528	FALSE	FALSE	TRUE	3	1	25638	41	1	2	2	good MAG
spaS59_000000004529	FALSE	TRUE	FALSE	1	1	5818	4	0	1	1	good MAG
spaS59_000000004533	TRUE	FALSE	FALSE	1	1	5811	3	0	1	1	good MAG
spaS59_000000004540	FALSE	TRUE	FALSE	1	1	5797	6	0	0	0	unbinned
spaS59_000000004575	FALSE	TRUE	TRUE	4	1	5761	63	1	2	2	good MAG
spaS59_000000004598	TRUE	FALSE	FALSE	1	1	5740	7	0	1	1	good MAG
spaS59_000000004602	TRUE	FALSE	FALSE	1	1	5738	5	0	0	0	unbinned
spaS59_000000004611	FALSE	TRUE	FALSE	6	2	9409	6	0	1	1	good MAG
spaS59_000000004613	TRUE	FALSE	FALSE	1	1	5718	7	0	1	1	good MAG
spaS59_000000004618	TRUE	FALSE	FALSE	1	1	5710	7	0	1	1	good MAG
spaS59_000000004619	FALSE	TRUE	FALSE	1	1	5709	11	0	1	1	good MAG
spaS59_000000004644	TRUE	FALSE	FALSE	1	1	5675	8	0	1	1	good MAG
spaS59_000000004680	FALSE	FALSE	TRUE	1	1	5622	5	1	1	1	good MAG
spaS59_000000004687	TRUE	FALSE	FALSE	5	1	9734	15	0	0	0	unbinned
spaS59_000000004698	FALSE	TRUE	FALSE	6	2	9751	11	0	1	1	good MAG
spaS59_000000004709	FALSE	TRUE	TRUE	3	2	5321	7	1	3	3	good MAG
spaS59_000000004712	TRUE	FALSE	FALSE	1	1	5583	4	0	1	1	good MAG
spaS59_000000004713	TRUE	FALSE	FALSE	2	1	11331	14	0	1	1	good MAG
spaS59_000000004723	FALSE	TRUE	FALSE	12	1	8994	6	0	0	0	unbinned
spaS59_000000004734	TRUE	FALSE	FALSE	1	1	5540	8	0	1	1	good MAG
spaS59_000000004737	TRUE	FALSE	FALSE	4	2	22328	16	0	0	1	binned (low quality)
spaS59_000000004753	FALSE	TRUE	FALSE	1	1	5521	11	0	1	1	good MAG
spaS59_000000004755	FALSE	TRUE	FALSE	1	1	5520	9	0	0	0	unbinned
spaS59_000000004769	FALSE	TRUE	FALSE	1	1	5496	8	0	0	0	unbinned
spaS59_000000004772	TRUE	FALSE	FALSE	1	1	5492	6	0	1	1	good MAG
spaS59_000000004792	TRUE	FALSE	FALSE	6	2	5099	53	0	5	5	good MAG
spaS59_000000004805	FALSE	FALSE	TRUE	2	1	54077	94	1	2	2	good MAG
spaS59_000000004811	FALSE	TRUE	FALSE	8	1	37610	36	0	2	2	good MAG
spaS59_000000004819	FALSE	TRUE	FALSE	1	1	5430	10	0	0	0	unbinned
spaS59_000000004826	TRUE	FALSE	FALSE	1	1	5420	6	0	1	1	good MAG
spaS59_000000004832	TRUE	FALSE	FALSE	10	1	5413	6	0	7	7	good MAG
spaS59_000000004842	TRUE	FALSE	FALSE	3	1	5398	18	0	3	3	good MAG
spaS59_000000004853	TRUE	FALSE	FALSE	2	1	5383	4	0	2	2	good MAG
spaS59_000000004855	FALSE	TRUE	FALSE	1	1	5380	10	0	1	1	good MAG
spaS59_000000004877	TRUE	FALSE	FALSE	2	1	33465	32	0	2	2	good MAG
spaS59_000000004896	FALSE	FALSE	TRUE	4	1	9274	10	1	3	3	good MAG
spaS59_000000004911	TRUE	FALSE	FALSE	1	1	5316	9	0	0	0	unbinned
spaS59_000000004921	TRUE	FALSE	FALSE	2	1	13392	17	0	2	2	good MAG
spaS59_000000004931	TRUE	FALSE	FALSE	2	1	7569	6	0	2	2	good MAG
spaS59_000000004946	FALSE	FALSE	TRUE	4	3	9293	10	1	4	4	good MAG
spaS59_000000004957	TRUE	FALSE	FALSE	1	1	5259	11	0	0	0	unbinned
spaS59_000000004970	FALSE	TRUE	FALSE	1	1	5245	4	0	0	0	unbinned
spaS59_000000004984	TRUE	FALSE	FALSE	1	1	5220	7	0	1	1	good MAG
spaS59_000000004988	TRUE	FALSE	FALSE	1	1	5215	6	0	1	1	good MAG
spaS59_000000004990	TRUE	FALSE	FALSE	1	1	5213	5	0	1	1	good MAG
spaS59_000000005019	TRUE	FALSE	FALSE	4	2	5164	5	0	3	3	good MAG
spaS59_000000005022	FALSE	TRUE	FALSE	1	1	5162	5	0	1	1	good MAG
spaS59_000000005028	FALSE	TRUE	FALSE	1	1	5157	6	0	0	0	unbinned
spaS59_000000005035	FALSE	FALSE	TRUE	2	1	5153	23	1	2	2	good MAG
spaS59_000000005036	TRUE	FALSE	FALSE	1	1	5152	5	0	0	0	unbinned
spaS59_000000005040	FALSE	FALSE	TRUE	3	2	5149	14	1	2	2	good MAG
spaS59_000000005056	TRUE	FALSE	FALSE	1	1	5134	6	0	0	0	unbinned
spaS59_000000005059	TRUE	FALSE	FALSE	2	1	5130	4	0	0	0	unbinned
spaS59_000000005060	TRUE	FALSE	FALSE	3	2	5130	4	0	1	1	good MAG
spaS59_000000005063	TRUE	FALSE	FALSE	3	1	25710	22	0	3	3	good MAG
spaS59_000000005079	TRUE	FALSE	FALSE	2	1	5115	26	0	0	0	unbinned
spaS59_000000005080	TRUE	FALSE	FALSE	5	3	7488	10	0	1	1	good MAG
spaS59_000000005098	FALSE	TRUE	FALSE	1	1	5090	4	0	0	0	unbinned
spaS59_000000005103	TRUE	FALSE	FALSE	2	1	5084	7	0	2	2	good MAG
spaS59_000000005115	FALSE	TRUE	FALSE	1	1	13299	14	0	1	1	good MAG
spaS59_000000005131	TRUE	FALSE	FALSE	1	1	5058	5	0	1	1	good MAG
spaS59_000000005136	TRUE	FALSE	FALSE	2	2	7827	5	0	1	1	good MAG
spaS59_000000005137	TRUE	FALSE	FALSE	1	1	5054	7	0	1	1	good MAG
spaS59_000000005141	FALSE	TRUE	FALSE	17	1	23794	27	0	7	7	good MAG
spaS59_000000005149	TRUE	FALSE	FALSE	1	1	5042	5	0	1	1	good MAG
spaS59_000000005163	TRUE	FALSE	FALSE	1	1	5027	5	0	1	1	good MAG
spaS59_000000005180	FALSE	FALSE	TRUE	3	2	5769	6	1	1	1	good MAG
spaS59_000000005218	FALSE	TRUE	FALSE	2	1	6570	3	0	0	0	unbinned
spaS59_000000005231	TRUE	FALSE	FALSE	1	1	11594	11	0	1	1	good MAG
spaS59_000000005259	TRUE	FALSE	FALSE	1	1	9789	9	0	1	1	good MAG
spaS59_000000005297	FALSE	TRUE	FALSE	13	1	9969	45	0	4	5	good MAG
spaS59_000000005348	TRUE	FALSE	FALSE	9	1	7264	5	0	6	6	good MAG
spaS59_000000005352	FALSE	TRUE	FALSE	2	2	7274	8	0	1	1	good MAG
spaS59_000000005406	TRUE	FALSE	FALSE	13	3	8043	7	0	12	12	good MAG
spaS59_000000005472	TRUE	FALSE	FALSE	3	1	5738	25	0	3	3	good MAG
spaS59_000000005476	FALSE	FALSE	TRUE	2	1	92575	248	1	2	2	good MAG
spaS59_000000005483	FALSE	TRUE	FALSE	1	1	8354	9	0	1	1	good MAG
spaS59_000000005601	FALSE	TRUE	FALSE	1	1	6973	7	0	0	0	unbinned
spaS59_000000005633	TRUE	FALSE	FALSE	2	1	6519	8	0	0	0	unbinned
spaS59_000000005636	TRUE	FALSE	FALSE	2	1	8635	9	0	1	1	good MAG
spaS59_000000005645	TRUE	FALSE	FALSE	2	1	9416	15	0	2	2	good MAG
spaS59_000000005652	FALSE	TRUE	FALSE	3	2	8519	10	0	2	2	good MAG
spaS59_000000005669	FALSE	TRUE	FALSE	3	1	6122	15	0	3	3	good MAG
spaS59_000000005675	FALSE	TRUE	FALSE	2	1	5163	7	0	0	0	unbinned
spaS59_000000005687	FALSE	FALSE	TRUE	11	1	61549	35	1	10	10	good MAG
spaS59_000000005722	TRUE	FALSE	FALSE	2	1	6971	6	0	2	2	good MAG
spaS59_000000005802	FALSE	FALSE	TRUE	1	1	4428	4	1	1	1	good MAG
spaS59_000000005855	FALSE	TRUE	FALSE	3	1	8630	8	0	3	3	good MAG
spaS59_000000005860	FALSE	TRUE	FALSE	2	2	6177	5	0	1	2	good MAG
spaS59_000000005888	TRUE	FALSE	FALSE	11	1	7896	7	0	11	11	good MAG
spaS59_000000005963	FALSE	TRUE	FALSE	1	1	9441	6	0	0	0	unbinned
spaS59_000000005983	FALSE	TRUE	FALSE	1	1	14055	17	0	0	0	unbinned
spaS59_000000006027	FALSE	TRUE	FALSE	2	1	15426	19	0	2	2	good MAG
spaS59_000000006040	FALSE	TRUE	FALSE	6	5	95833	104	0	1	1	good MAG
spaS59_000000006052	TRUE	FALSE	FALSE	3	2	9729	16	0	2	2	good MAG
spaS59_000000006061	FALSE	FALSE	TRUE	4	1	4227	16	1	2	2	good MAG
spaS59_000000006123	FALSE	TRUE	FALSE	1	1	6296	8	0	0	0	unbinned
spaS59_000000006149	FALSE	TRUE	FALSE	2	1	3404	14	0	2	2	good MAG
spaS59_000000006150	FALSE	TRUE	FALSE	2	1	60702	70	0	1	1	good MAG
spaS59_000000006168	TRUE	FALSE	FALSE	2	1	8897	13	0	2	2	good MAG
spaS59_000000006209	FALSE	TRUE	FALSE	2	1	9036	13	0	0	0	unbinned
spaS59_000000006214	FALSE	TRUE	FALSE	2	1	9091	7	0	0	0	unbinned
spaS59_000000006273	TRUE	FALSE	FALSE	5	1	5266	4	0	0	0	unbinned
spaS59_000000006319	FALSE	FALSE	TRUE	1	1	4057	2	1	0	0	unbinned
spaS59_000000006366	TRUE	FALSE	FALSE	1	1	7310	5	0	1	1	good MAG
spaS59_000000006369	FALSE	TRUE	FALSE	2	1	4019	30	0	0	0	unbinned
spaS59_000000006412	TRUE	FALSE	FALSE	1	1	9954	11	0	1	1	good MAG
spaS59_000000006414	FALSE	TRUE	FALSE	5	2	5630	4	0	2	2	good MAG
spaS59_000000006428	TRUE	FALSE	FALSE	2	1	9314	11	0	1	1	good MAG
spaS59_000000006456	FALSE	FALSE	TRUE	1	1	3953	6	2	1	1	good MAG
spaS59_000000006534	FALSE	TRUE	FALSE	2	1	10852	7	0	2	2	good MAG
spaS59_000000006620	TRUE	FALSE	FALSE	3	1	8752	17	0	0	0	unbinned
spaS59_000000006710	FALSE	TRUE	FALSE	1	1	5234	9	0	0	0	unbinned
spaS59_000000006712	FALSE	TRUE	FALSE	1	1	5920	11	0	0	0	unbinned
spaS59_000000006744	FALSE	TRUE	FALSE	2	1	6855	6	0	1	1	good MAG
spaS59_000000006937	TRUE	FALSE	FALSE	3	1	8455	9	0	0	0	unbinned
spaS59_000000006965	FALSE	TRUE	FALSE	1	1	10633	18	0	0	0	unbinned
spaS59_000000006977	TRUE	FALSE	FALSE	2	2	7460	9	0	2	2	good MAG
spaS59_000000006993	FALSE	TRUE	FALSE	2	1	6163	9	0	0	0	unbinned
spaS59_000000007005	TRUE	FALSE	FALSE	5	3	6612	5	0	2	2	good MAG
spaS59_000000007021	TRUE	FALSE	FALSE	2	1	11411	13	0	2	2	good MAG
spaS59_000000007047	TRUE	TRUE	FALSE	5	3	6574	26	0	3	3	good MAG
spaS59_000000007104	FALSE	TRUE	FALSE	3	1	6321	12	0	2	2	good MAG
spaS59_000000007138	TRUE	FALSE	FALSE	1	1	5228	3	0	0	0	unbinned
spaS59_000000007152	TRUE	FALSE	TRUE	5	3	7770	7	1	3	3	good MAG
spaS59_000000007180	TRUE	FALSE	FALSE	1	1	13486	14	0	0	0	unbinned
spaS59_000000007241	FALSE	TRUE	FALSE	2	1	9856	11	0	0	0	unbinned
spaS59_000000007317	FALSE	TRUE	FALSE	2	1	5275	9	0	0	0	unbinned
spaS59_000000007412	TRUE	FALSE	FALSE	2	1	7254	8	0	2	2	good MAG
